"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/22/2024","8/22/2024","8/23/2024","JPM","JPM 8/30/2024 Call $217.50","BTO","1","$1.95","($195.03)"
"8/22/2024","8/22/2024","8/23/2024","SPY","SPY 8/22/2024 Call $558.00","STC","1","$2.11","$210.95"
"8/22/2024","8/22/2024","8/23/2024","SPY","SPY 8/22/2024 Call $558.00","STC","1","$2.16","$215.95"
"8/22/2024","8/22/2024","8/23/2024","SPY","SPY 8/22/2024 Call $558.00","BTO","1","$1.36","($136.03)"
"8/22/2024","8/22/2024","8/23/2024","SPY","SPY 8/22/2024 Call $558.00","BTO","1","$1.36","($136.03)"
"8/22/2024","8/22/2024","8/23/2024","QQQ","QQQ 8/22/2024 Put $477.00","STC","1","$1.19","$118.95"
"8/22/2024","8/22/2024","8/23/2024","QQQ","QQQ 8/22/2024 Put $477.00","BTO","1","$1.55","($155.03)"
"8/22/2024","8/22/2024","8/23/2024","IWM","IWM 8/22/2024 Call $214.00","STC","1","$0.96","$95.95"
"8/22/2024","8/22/2024","8/23/2024","SPY","SPY 8/22/2024 Call $561.00","STC","1","$0.99","$98.95"
"8/22/2024","8/22/2024","8/23/2024","SPY","SPY 8/22/2024 Call $561.00","BTO","1","$1.19","($119.03)"
"8/22/2024","8/22/2024","8/23/2024","IWM","IWM 8/22/2024 Call $214.00","BTO","1","$1.09","($109.03)"
"8/22/2024","8/22/2024","8/23/2024","META","META 8/23/2024 Call $550.00","STC","1","$1.50","$149.95"
"8/22/2024","8/22/2024","8/23/2024","META","META 8/23/2024 Call $550.00","BTO","1","$2.54","($254.03)"
"8/21/2024","8/21/2024","8/22/2024","IWM","IWM 8/30/2024 Call $220.00","STC","2","$1.38","$275.92"
"8/21/2024","8/21/2024","8/22/2024","AMZN","AMZN 8/23/2024 Call $182.50","STC","1","$0.91","$90.95"
"8/21/2024","8/21/2024","8/22/2024","AMZN","AMZN 8/23/2024 Call $182.50","BTO","1","$1.18","($118.03)"
"8/20/2024","8/20/2024","8/21/2024","GOOGL","GOOGL 8/23/2024 Call $167.50","STC","1","$1.74","$173.95"
"8/20/2024","8/20/2024","8/21/2024","NKE","NKE 8/23/2024 Call $84.00","STC","1","$0.45","$44.95"
"8/20/2024","8/20/2024","8/21/2024","SPY","SPY 8/20/2024 Call $558.00","STC","1","$1.52","$151.95"
"8/20/2024","8/20/2024","8/21/2024","SPY","SPY 8/20/2024 Call $558.00","BTO","1","$1.31","($131.03)"
"8/19/2024","8/19/2024","8/20/2024","IWM","IWM 8/30/2024 Call $220.00","BTO","1","$1.23","($123.03)"
"8/19/2024","8/19/2024","8/20/2024","NKE","NKE 8/23/2024 Call $84.00","BTO","1","$0.74","($74.03)"
"8/19/2024","8/19/2024","8/20/2024","SPY","SPY 8/19/2024 Call $557.00","STC","1","$0.49","$48.95"
"8/19/2024","8/19/2024","8/20/2024","SPY","SPY 8/19/2024 Call $557.00","BTO","1","$0.64","($64.03)"
"8/19/2024","8/19/2024","8/20/2024","SPY","SPY 8/19/2024 Call $555.00","STC","1","$1.81","$180.95"
"8/19/2024","8/19/2024","8/20/2024","SPY","SPY 8/19/2024 Call $555.00","BTO","1","$1.20","($120.03)"
"8/19/2024","8/19/2024","8/20/2024","GOOGL","GOOGL 8/23/2024 Call $167.50","BTO","1","$1.20","($120.03)"
"8/16/2024","8/16/2024","8/19/2024","IWM","IWM 8/30/2024 Call $220.00","BTO","1","$1.06","($106.03)"
"8/16/2024","8/16/2024","8/19/2024","META","META 8/16/2024 Call $530.00","STC","1","$1.10","$109.95"
"8/16/2024","8/16/2024","8/19/2024","META","META 8/16/2024 Call $530.00","BTO","1","$1.25","($125.03)"
"8/16/2024","8/16/2024","8/19/2024","CRWD","CRWD 8/16/2024 Call $262.50","STC","2","$0.45","$89.92"
"8/16/2024","8/16/2024","8/19/2024","CRWD","CRWD 8/16/2024 Call $262.50","BTO","1","$0.43","($43.03)"
"8/16/2024","8/16/2024","8/19/2024","CRWD","CRWD 8/16/2024 Call $262.50","BTO","1","$0.43","($43.03)"
"8/16/2024","8/16/2024","8/19/2024","QQQ","QQQ 8/16/2024 Call $474.00","STC","1","$1.15","$114.95"
"8/16/2024","8/16/2024","8/19/2024","QQQ","QQQ 8/16/2024 Call $474.00","BTO","1","$0.97","($97.03)"
"8/16/2024","8/16/2024","8/19/2024","GOOG","GOOG 8/16/2024 Put $165.00","STC","1","$0.37","$36.95"
"8/16/2024","8/16/2024","8/19/2024","GOOG","GOOG 8/16/2024 Put $165.00","STC","1","$0.37","$36.95"
"8/16/2024","8/16/2024","8/19/2024","GOOG","GOOG 8/16/2024 Put $165.00","BTO","1","$0.39","($39.03)"
"8/16/2024","8/16/2024","8/19/2024","GOOG","GOOG 8/16/2024 Put $165.00","BTO","1","$0.39","($39.03)"
"8/16/2024","8/16/2024","8/19/2024","QQQ","QQQ 8/16/2024 Put $472.00","STC","1","$0.89","$88.95"
"8/16/2024","8/16/2024","8/19/2024","QQQ","QQQ 8/16/2024 Put $472.00","BTO","1","$1.15","($115.03)"
"8/16/2024","8/16/2024","8/19/2024","BA","BA 8/16/2024 Call $180.00","STC","1","$0.14","$13.95"
"8/16/2024","8/16/2024","8/19/2024","QQQ","QQQ 8/16/2024 Call $475.00","STC","1","$0.92","$91.95"
"8/16/2024","8/16/2024","8/19/2024","QQQ","QQQ 8/16/2024 Call $475.00","BTO","1","$1.28","($128.03)"
"8/16/2024","8/16/2024","8/19/2024","BA","BA 8/16/2024 Call $180.00","BTO","1","$0.40","($40.03)"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Put $551.00","STC","1","$0.50","$49.95"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Put $551.00","BTO","1","$0.60","($60.03)"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Put $550.00","STC","1","$0.36","$35.95"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Put $550.00","STC","1","$0.36","$35.95"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Put $550.00","BTO","1","$0.37","($37.03)"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Put $550.00","BTO","1","$0.36","($36.03)"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Call $551.00","STC","1","$1.13","$112.95"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Call $551.00","BTO","1","$1.34","($134.03)"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Call $551.00","STC","1","$1.19","$118.95"
"8/15/2024","8/15/2024","8/16/2024","SPY","SPY 8/15/2024 Call $551.00","BTO","1","$1.37","($137.03)"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $472.00","STC","1","$1.34","$133.95"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $472.00","BTO","1","$1.37","($137.03)"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $472.00","STC","1","$1.00","$99.95"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $472.00","BTO","1","$1.16","($116.03)"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $473.00","STC","1","$0.68","$67.95"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $473.00","STC","1","$0.68","$67.95"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $473.00","BTO","2","$1.00","($200.06)"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $471.00","STC","1","$1.75","$174.95"
"8/15/2024","8/15/2024","8/16/2024","QQQ","QQQ 8/15/2024 Call $471.00","BTO","1","$1.30","($130.03)"
"8/14/2024","8/14/2024","8/15/2024","QQQ","QQQ 8/14/2024 Call $462.00","STC","1","$3.10","$309.95"
"8/14/2024","8/14/2024","8/15/2024","QQQ","QQQ 8/14/2024 Call $462.00","BTO","1","$1.31","($131.03)"
"8/14/2024","8/14/2024","8/15/2024","GOOG","GOOG 8/16/2024 Put $160.00","STC","1","$1.77","$176.95"
"8/14/2024","8/14/2024","8/15/2024","GOOG","GOOG 8/16/2024 Put $160.00","BTO","1","$1.41","($141.03)"
"8/13/2024","8/13/2024","8/14/2024","AMZN","AMZN 8/16/2024 Call $172.50","STC","1","$1.19","$118.95"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Put $540.00","STC","1","$0.61","$60.95"
"8/13/2024","8/13/2024","8/14/2024","AMZN","AMZN 8/16/2024 Call $172.50","BTO","1","$1.25","($125.03)"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Put $540.00","BTO","1","$0.74","($74.03)"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Put $539.00","STC","1","$0.73","$72.95"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Put $539.00","BTO","1","$0.99","($99.03)"
"8/13/2024","8/13/2024","8/14/2024","GOOG","GOOG 8/16/2024 Call $167.50","STC","1","$1.11","$110.95"
"8/13/2024","8/13/2024","8/14/2024","GOOG","GOOG 8/16/2024 Call $167.50","BTO","1","$1.20","($120.03)"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Call $539.00","STC","2","$0.97","$193.92"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Call $539.00","BTO","2","$1.12","($224.06)"
"8/13/2024","8/13/2024","8/14/2024","NKE","NKE 8/16/2024 Call $78.00","STC","1","$1.14","$113.95"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Call $538.00","STC","1","$1.35","$134.95"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Call $538.00","BTO","1","$1.16","($116.03)"
"8/13/2024","8/13/2024","8/14/2024","NKE","NKE 8/16/2024 Call $78.00","BTO","1","$0.98","($98.03)"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Put $536.00","STC","1","$1.05","$104.95"
"8/13/2024","8/13/2024","8/14/2024","SPY","SPY 8/13/2024 Put $536.00","BTO","1","$1.26","($126.03)"
"8/13/2024","8/13/2024","8/14/2024","AAPL","AAPL 8/16/2024 Call $225.00","STC","1","$0.79","$78.95"
"8/13/2024","8/13/2024","8/14/2024","AAPL","AAPL 8/16/2024 Call $225.00","BTO","1","$1.02","($102.03)"
"8/12/2024","8/12/2024","8/13/2024","SPY","SPY 8/13/2024 Call $534.00","STC","1","$2.00","$199.95"
"8/12/2024","8/12/2024","8/13/2024","SPY","SPY 8/13/2024 Call $534.00","BTO","1","$2.15","($215.03)"
"8/12/2024","8/12/2024","8/13/2024","SPY","SPY 8/12/2024 Call $535.00","STC","1","$0.92","$91.95"
"8/12/2024","8/12/2024","8/13/2024","SPY","SPY 8/12/2024 Call $535.00","BTO","1","$1.71","($171.03)"
"8/12/2024","8/12/2024","8/13/2024","AAPL","AAPL 8/16/2024 Call $220.00","STC","1","$1.86","$185.95"
"8/12/2024","8/12/2024","8/13/2024","AAPL","AAPL 8/16/2024 Call $220.00","BTO","1","$1.73","($173.03)"
"8/9/2024","8/9/2024","8/12/2024","SPY","SPY 8/9/2024 Call $532.50","STC","1","$1.56","$155.95"
"8/9/2024","8/9/2024","8/12/2024","SPY","SPY 8/9/2024 Call $532.50","BTO","1","$1.04","($104.03)"
"8/9/2024","8/9/2024","8/12/2024","AAPL","AAPL 8/9/2024 Call $215.00","STC","1","$0.92","$91.95"
"8/9/2024","8/9/2024","8/12/2024","AAPL","AAPL 8/9/2024 Call $215.00","BTO","1","$1.12","($112.03)"
"8/9/2024","8/9/2024","8/12/2024","AAPL","AAPL 8/9/2024 Call $215.00","STC","1","$0.82","$81.95"
"8/9/2024","8/9/2024","8/12/2024","AAPL","AAPL 8/9/2024 Call $215.00","BTO","1","$0.92","($92.03)"
"8/9/2024","8/9/2024","8/12/2024","META","META 8/9/2024 Call $517.50","STC","1","$1.14","$113.95"
"8/9/2024","8/9/2024","8/12/2024","META","META 8/9/2024 Call $517.50","BTO","1","$1.33","($133.03)"
"8/8/2024","8/8/2024","8/9/2024","GOOG","GOOG 8/9/2024 Call $167.50","STC","1","$0.28","$27.95"
"8/8/2024","8/8/2024","8/9/2024","GOOG","GOOG 8/9/2024 Call $167.50","BTO","1","$0.40","($40.03)"
"8/8/2024","8/8/2024","8/9/2024","GOOG","GOOG 8/9/2024 Call $165.00","STC","1","$1.16","$115.95"
"8/8/2024","8/8/2024","8/9/2024","GOOG","GOOG 8/9/2024 Call $165.00","BTO","1","$0.99","($99.03)"
"8/8/2024","8/8/2024","8/9/2024","HA","Hawaiian Holdings
CUSIP: 419879101","Sell","99","$12.55","$1,242.39"
"8/8/2024","8/8/2024","8/8/2024","HA","Hawaiian Holdings
CUSIP: 419879101","ACATI","99","",""
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $532.00","STC","1","$1.50","$149.95"
"8/7/2024","8/7/2024","8/8/2024","SPY","SPY 8/7/2024 Call $532.00","BTO","1","$1.35","($135.03)"
"8/6/2024","8/6/2024","8/7/2024","IWM","IWM 8/6/2024 Call $205.00","STC","1","$1.23","$122.95"
"8/6/2024","8/6/2024","8/7/2024","IWM","IWM 8/6/2024 Call $205.00","BTO","1","$0.94","($94.03)"
"8/6/2024","8/6/2024","8/6/2024","","External debit card transfer - account ending in 4760","DCF","","","$50.00"
"8/5/2024","8/5/2024","8/6/2024","SPY","SPY 8/5/2024 Put $511.00","STC","1","$0.56","$55.95"
"8/5/2024","8/5/2024","8/6/2024","SPY","SPY 8/5/2024 Put $511.00","BTO","1","$2.73","($273.03)"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Put $533.00","STC","1","$1.73","$172.95"
"8/2/2024","8/2/2024","8/5/2024","SPY","SPY 8/2/2024 Put $533.00","BTO","1","$1.96","($196.03)"
"8/2/2024","8/2/2024","8/5/2024","AAPL","AAPL 8/2/2024 Call $225.00","STC","1","$1.05","$104.95"
"8/2/2024","8/2/2024","8/5/2024","AAPL","AAPL 8/2/2024 Call $225.00","BTO","1","$1.17","($117.03)"
"8/1/2024","8/1/2024","8/2/2024","GOOG","GOOG 8/2/2024 Call $177.50","STC","1","$0.51","$50.95"
"8/1/2024","8/1/2024","8/2/2024","GOOG","GOOG 8/2/2024 Call $177.50","BTO","1","$0.69","($69.03)"
"8/1/2024","8/1/2024","8/2/2024","SPY","SPY 8/1/2024 Call $555.00","STC","2","$1.21","$241.92"
"8/1/2024","8/1/2024","8/2/2024","SPY","SPY 8/1/2024 Call $555.00","BTO","1","$1.50","($150.03)"
"8/1/2024","8/1/2024","8/2/2024","SPY","SPY 8/1/2024 Call $555.00","BTO","1","$1.50","($150.03)"
"7/31/2024","7/31/2024","8/1/2024","SPY","SPY 7/31/2024 Call $551.00","STC","1","$1.85","$184.95"
"7/31/2024","7/31/2024","8/1/2024","SPY","SPY 7/31/2024 Call $551.00","BTO","1","$1.39","($139.03)"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 7/30/2024 Put $539.00","STC","1","$0.71","$70.95"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 7/30/2024 Put $539.00","BTO","1","$0.91","($91.03)"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 7/30/2024 Call $544.00","STC","1","$0.78","$77.95"
"7/30/2024","7/30/2024","7/31/2024","SPY","SPY 7/30/2024 Call $544.00","BTO","1","$0.98","($98.03)"
"7/30/2024","7/30/2024","7/31/2024","XOM","XOM 8/2/2024 Call $118.00","STC","1","$1.23","$122.95"
"7/30/2024","7/30/2024","7/31/2024","XOM","XOM 8/2/2024 Call $118.00","BTO","1","$1.25","($125.03)"
"7/30/2024","7/30/2024","7/31/2024","NKE","NKE 8/2/2024 Call $75.00","STC","1","$0.38","$37.95"
"7/30/2024","7/30/2024","7/31/2024","NKE","NKE 8/2/2024 Call $75.00","STC","1","$0.38","$37.95"
"7/30/2024","7/30/2024","7/31/2024","NKE","NKE 8/2/2024 Call $75.00","BTO","1","$0.51","($51.03)"
"7/30/2024","7/30/2024","7/31/2024","NKE","NKE 8/2/2024 Call $75.00","BTO","1","$0.51","($51.03)"
"7/29/2024","7/29/2024","7/30/2024","SPY","SPY 7/29/2024 Call $545.00","STC","1","$1.88","$187.95"
"7/29/2024","7/29/2024","7/30/2024","SPY","SPY 7/29/2024 Call $545.00","BTO","1","$0.87","($87.03)"
"7/29/2024","7/29/2024","7/30/2024","SPY","SPY 7/29/2024 Put $543.00","STC","1","$0.95","$94.95"
"7/29/2024","7/29/2024","7/30/2024","SPY","SPY 7/29/2024 Put $543.00","BTO","1","$1.39","($139.03)"
"7/26/2024","7/26/2024","7/29/2024","TSLA","TSLA 7/26/2024 Call $220.00","STC","1","$1.56","$155.95"
"7/26/2024","7/26/2024","7/29/2024","TSLA","TSLA 7/26/2024 Call $220.00","BTO","1","$1.28","($128.03)"
"7/26/2024","7/26/2024","7/29/2024","GOOG","GOOG 7/26/2024 Call $167.50","STC","1","$0.78","$77.95"
"7/26/2024","7/26/2024","7/29/2024","GOOG","GOOG 7/26/2024 Call $167.50","BTO","1","$1.00","($100.03)"
"7/25/2024","7/25/2024","7/26/2024","IWM","IWM 7/25/2024 Call $222.00","STC","1","$0.55","$54.95"
"7/25/2024","7/25/2024","7/26/2024","IWM","IWM 7/25/2024 Call $222.00","BTO","1","$0.74","($74.03)"
"7/25/2024","7/25/2024","7/25/2024","","External debit card transfer - account ending in 4760","DCF","","","$50.00"
"7/25/2024","7/25/2024","7/26/2024","SPY","SPY 7/25/2024 Put $540.00","STC","1","$2.79","$278.95"
"7/25/2024","7/25/2024","7/26/2024","SPY","SPY 7/25/2024 Put $540.00","BTO","1","$2.18","($218.03)"
"7/24/2024","7/24/2024","7/25/2024","IWM","IWM 7/24/2024 Call $222.00","STC","1","$0.74","$73.95"
"7/24/2024","7/24/2024","7/25/2024","IWM","IWM 7/24/2024 Call $222.00","STC","1","$0.74","$73.95"
"7/24/2024","7/24/2024","7/25/2024","IWM","IWM 7/24/2024 Call $222.00","BTO","2","$0.86","($172.06)"
"7/24/2024","7/24/2024","7/25/2024","GOOG","GOOG 7/26/2024 Call $180.00","STC","1","$1.13","$112.95"
"7/24/2024","7/24/2024","7/25/2024","GOOG","GOOG 7/26/2024 Call $180.00","BTO","1","$1.12","($112.03)"
"7/23/2024","7/23/2024","7/24/2024","SPY","SPY 7/23/2024 Put $556.00","STC","1","$1.05","$104.95"
"7/23/2024","7/23/2024","7/24/2024","SPY","SPY 7/23/2024 Put $556.00","BTO","1","$1.03","($103.03)"
"7/23/2024","7/23/2024","7/24/2024","SPY","SPY 7/23/2024 Call $556.00","STC","1","$1.35","$134.95"
"7/23/2024","7/23/2024","7/24/2024","SPY","SPY 7/23/2024 Call $556.00","BTO","1","$1.11","($111.03)"
"7/22/2024","7/22/2024","7/23/2024","QQQ","QQQ 7/22/2024 Put $477.00","STC","1","$0.84","$83.95"
"7/22/2024","7/22/2024","7/23/2024","QQQ","QQQ 7/22/2024 Put $477.00","BTO","1","$1.04","($104.03)"
"7/22/2024","7/22/2024","7/23/2024","QQQ","QQQ 7/22/2024 Call $483.00","STC","2","$0.79","$157.92"
"7/22/2024","7/22/2024","7/23/2024","QQQ","QQQ 7/22/2024 Call $483.00","BTO","2","$1.22","($244.06)"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Call $479.00","STC","1","$0.70","$69.95"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Call $479.00","BTO","1","$0.59","($59.03)"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Put $474.00","STC","1","$0.85","$84.95"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Put $474.00","BTO","1","$1.05","($105.03)"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Call $480.00","STC","1","$0.83","$82.95"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Call $480.00","BTO","1","$1.14","($114.03)"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Put $477.00","STC","1","$1.12","$111.95"
"7/19/2024","7/19/2024","7/22/2024","QQQ","QQQ 7/19/2024 Put $477.00","BTO","1","$1.75","($175.03)"
"7/18/2024","7/18/2024","7/19/2024","IWM","IWM 7/18/2024 Call $223.00","STC","1","$0.53","$52.95"
"7/18/2024","7/18/2024","7/19/2024","IWM","IWM 7/18/2024 Call $223.00","STC","1","$0.53","$52.95"
"7/18/2024","7/18/2024","7/19/2024","IWM","IWM 7/18/2024 Call $223.00","BTO","2","$0.64","($128.06)"
"7/18/2024","7/18/2024","7/19/2024","QQQ","QQQ 7/18/2024 Put $480.00","STC","1","$1.27","$126.95"
"7/18/2024","7/18/2024","7/19/2024","QQQ","QQQ 7/18/2024 Put $480.00","BTO","1","$1.24","($124.03)"
"7/18/2024","7/18/2024","7/19/2024","IWM","IWM 7/18/2024 Call $224.00","STC","2","$1.14","$227.92"
"7/18/2024","7/18/2024","7/19/2024","IWM","IWM 7/18/2024 Call $224.00","BTO","1","$0.76","($76.03)"
"7/18/2024","7/18/2024","7/19/2024","IWM","IWM 7/18/2024 Call $224.00","BTO","1","$0.76","($76.03)"
"7/17/2024","7/17/2024","7/18/2024","QQQ","QQQ 7/17/2024 Put $482.00","STC","1","$0.51","$50.95"
"7/17/2024","7/17/2024","7/18/2024","QQQ","QQQ 7/17/2024 Put $482.00","BTO","1","$0.56","($56.03)"
"7/17/2024","7/17/2024","7/18/2024","JPM","JPM 7/19/2024 Call $217.50","STC","1","$0.80","$79.95"
"7/17/2024","7/17/2024","7/18/2024","JPM","JPM 7/19/2024 Call $217.50","BTO","1","$0.77","($77.03)"
"7/17/2024","7/17/2024","7/18/2024","IWM","IWM 7/17/2024 Call $226.00","STC","2","$1.27","$253.92"
"7/17/2024","7/17/2024","7/18/2024","SOFI","SOFI 7/19/2024 Call $8.00","STC","2","$0.15","$29.92"
"7/17/2024","7/17/2024","7/18/2024","IWM","IWM 7/17/2024 Call $226.00","BTO","2","$1.38","($276.06)"
"7/16/2024","7/16/2024","7/17/2024","SOFI","SOFI 7/19/2024 Call $8.00","BTO","2","$0.07","($14.06)"
"7/16/2024","7/16/2024","7/17/2024","JPM","JPM 7/19/2024 Call $212.50","STC","1","$0.77","$76.95"
"7/16/2024","7/16/2024","7/17/2024","JPM","JPM 7/19/2024 Call $212.50","STC","1","$0.85","$84.95"
"7/16/2024","7/16/2024","7/17/2024","JPM","JPM 7/19/2024 Call $212.50","BTO","1","$0.97","($97.03)"
"7/16/2024","7/16/2024","7/17/2024","JPM","JPM 7/19/2024 Call $212.50","BTO","1","$0.97","($97.03)"
"7/16/2024","7/16/2024","7/17/2024","IWM","IWM 7/16/2024 Call $221.00","STC","2","$1.24","$247.92"
"7/16/2024","7/16/2024","7/17/2024","IWM","IWM 7/16/2024 Call $221.00","BTO","1","$0.98","($98.03)"
"7/16/2024","7/16/2024","7/17/2024","IWM","IWM 7/16/2024 Call $221.00","BTO","1","$0.98","($98.03)"
"7/15/2024","7/15/2024","7/16/2024","QQQ","QQQ 7/15/2024 Call $498.00","STC","1","$0.90","$89.95"
"7/15/2024","7/15/2024","7/16/2024","QQQ","QQQ 7/15/2024 Call $498.00","BTO","1","$1.07","($107.03)"
"7/15/2024","7/15/2024","7/16/2024","QQQ","QQQ 7/15/2024 Put $498.00","STC","2","$1.37","$273.92"
"7/15/2024","7/15/2024","7/16/2024","QQQ","QQQ 7/15/2024 Put $498.00","BTO","2","$1.57","($314.06)"
"7/12/2024","7/12/2024","7/15/2024","QQQ","QQQ 7/12/2024 Call $496.00","STC","2","$1.75","$349.92"
"7/12/2024","7/12/2024","7/15/2024","QQQ","QQQ 7/12/2024 Call $496.00","BTO","2","$1.14","($228.06)"
"7/11/2024","7/11/2024","7/12/2024","QQQ","QQQ 7/11/2024 Put $490.00","STC","1","$0.33","$32.95"
"7/11/2024","7/11/2024","7/12/2024","QQQ","QQQ 7/11/2024 Put $490.00","BTO","1","$0.56","($56.03)"
"7/11/2024","7/11/2024","7/12/2024","QQQ","QQQ 7/11/2024 Put $495.00","STC","2","$1.53","$305.92"
"7/11/2024","7/11/2024","7/12/2024","QQQ","QQQ 7/11/2024 Put $495.00","BTO","2","$0.98","($196.06)"
"7/10/2024","7/10/2024","7/11/2024","AMD","AMD 7/12/2024 Call $192.50","STC","1","$0.70","$69.95"
"7/10/2024","7/10/2024","7/11/2024","AMD","AMD 7/12/2024 Call $192.50","BTO","1","$0.86","($86.03)"
"7/10/2024","7/10/2024","7/11/2024","QQQ","QQQ 7/10/2024 Put $499.00","STC","2","$0.85","$169.92"
"7/10/2024","7/10/2024","7/11/2024","QQQ","QQQ 7/10/2024 Put $499.00","BTO","2","$1.00","($200.06)"
"7/9/2024","7/9/2024","7/10/2024","QQQ","QQQ 7/9/2024 Call $498.00","STC","1","$0.81","$80.95"
"7/9/2024","7/9/2024","7/10/2024","QQQ","QQQ 7/9/2024 Call $498.00","BTO","1","$1.23","($123.03)"
"7/9/2024","7/9/2024","7/10/2024","AMD","AMD 7/12/2024 Call $180.00","STC","1","$2.09","$208.95"
"7/9/2024","7/9/2024","7/10/2024","AMD","AMD 7/12/2024 Call $180.00","BTO","1","$2.25","($225.03)"
"7/8/2024","7/8/2024","7/9/2024","QQQ","QQQ 7/9/2024 Call $497.00","STC","1","$1.70","$169.95"
"7/8/2024","7/8/2024","7/9/2024","QQQ","QQQ 7/9/2024 Call $497.00","BTO","1","$1.44","($144.03)"
"7/5/2024","7/5/2024","7/8/2024","QQQ","QQQ 7/5/2024 Call $495.00","STC","1","$1.05","$104.95"
"7/5/2024","7/5/2024","7/8/2024","QQQ","QQQ 7/5/2024 Call $495.00","BTO","1","$0.89","($89.03)"
"7/3/2024","7/3/2024","7/3/2024","","External debit card transfer - account ending in 4760","DCF","","","$75.00"
"7/3/2024","7/3/2024","7/5/2024","TSLA","TSLA 7/5/2024 Call $245.00","STC","1","$2.28","$227.95"
"7/3/2024","7/3/2024","7/5/2024","TSLA","TSLA 7/5/2024 Call $245.00","BTO","1","$2.07","($207.03)"
"7/1/2024","7/1/2024","7/2/2024","BA","BA 7/5/2024 Call $190.00","STC","1","$0.64","$63.95"
"7/1/2024","7/1/2024","7/2/2024","BA","BA 7/5/2024 Call $190.00","STC","1","$0.64","$63.95"
"7/1/2024","7/1/2024","7/2/2024","BA","BA 7/5/2024 Call $190.00","BTO","1","$0.94","($94.03)"
"7/1/2024","7/1/2024","7/2/2024","BA","BA 7/5/2024 Call $190.00","BTO","1","$0.99","($99.03)"
"7/1/2024","7/1/2024","7/2/2024","QQQ","QQQ 7/1/2024 Call $480.00","STC","1","$0.88","$87.95"
"7/1/2024","7/1/2024","7/2/2024","QQQ","QQQ 7/1/2024 Call $480.00","BTO","1","$1.04","($104.03)"
"6/28/2024","6/28/2024","7/1/2024","AMZN","AMZN 6/28/2024 Call $197.50","STC","1","$0.15","$14.95"
"6/28/2024","6/28/2024","7/1/2024","AMZN","AMZN 6/28/2024 Call $197.50","BTO","1","$0.20","($20.03)"
"6/28/2024","6/28/2024","7/1/2024","AMZN","AMZN 6/28/2024 Call $197.50","STC","2","$0.19","$37.92"
"6/28/2024","6/28/2024","7/1/2024","AMZN","AMZN 6/28/2024 Call $197.50","BTO","2","$0.27","($54.06)"
